OBJECTID,GEO_NAME,GEO_PARENT_NAME,DP03_0024E,DP03_0024M
2604,Frio County,Texas,251,159
2605,Gaines County,Texas,198,82
2606,Galveston County,Texas,5840,596
2607,Garza County,Texas,3,4
2608,Gillespie County,Texas,792,236
2609,Glasscock County,Texas,67,50
2610,Goliad County,Texas,140,83
2611,Gonzales County,Texas,363,131
2612,Gray County,Texas,61,42
2613,Grayson County,Texas,3182,406
2614,Gregg County,Texas,1743,326
2615,Grimes County,Texas,416,140
2616,Guadalupe County,Texas,2952,318
2617,Hale County,Texas,394,134
2618,Hall County,Texas,56,41
2619,Hamilton County,Texas,154,67
2620,Hansford County,Texas,28,21
2621,Hardeman County,Texas,0,13
2622,Hardin County,Texas,578,206
2623,Harris County,Texas,85250,2568
2624,Harrison County,Texas,1241,281
2625,Hartley County,Texas,69,47
2626,Haskell County,Texas,61,39
2627,Hays County,Texas,6926,744
2628,Hemphill County,Texas,45,29
2629,Henderson County,Texas,1361,251
2630,Hidalgo County,Texas,17221,1097
2631,Hill County,Texas,651,187
2632,Hockley County,Texas,248,103
2633,Hood County,Texas,1157,268
2634,Hopkins County,Texas,458,135
2635,Houston County,Texas,280,91
2636,Howard County,Texas,225,119
2637,Hudspeth County,Texas,167,80
2638,Hunt County,Texas,1511,248
2639,Hutchinson County,Texas,273,151
2640,Irion County,Texas,64,31
2641,Jack County,Texas,162,90
2642,Jackson County,Texas,242,146
2643,Jasper County,Texas,258,120
2644,Jeff Davis County,Texas,80,58
2645,Jefferson County,Texas,1804,301
2646,Jim Hogg County,Texas,0,19
2647,Jim Wells County,Texas,473,213
2648,Johnson County,Texas,2386,341
2649,Jones County,Texas,208,95
2650,Karnes County,Texas,298,148
2651,Kaufman County,Texas,1867,328
2652,Kendall County,Texas,1681,349
2653,Kenedy County,Texas,0,13
2654,Kent County,Texas,9,8
2655,Kerr County,Texas,956,263
2656,Kimble County,Texas,96,47
2657,Kinney County,Texas,127,86
2658,Kleberg County,Texas,231,87
2659,Knox County,Texas,70,36
2660,Lamar County,Texas,627,156
2661,Lamb County,Texas,248,100
2662,Lampasas County,Texas,316,108
2663,La Salle County,Texas,69,85
2664,Lavaca County,Texas,334,100
2665,Lee County,Texas,461,156
2666,Leon County,Texas,337,159
2667,Liberty County,Texas,770,304
2668,Limestone County,Texas,244,104
2669,Lipscomb County,Texas,34,20
2670,Live Oak County,Texas,268,130
2671,Llano County,Texas,516,140
2672,Loving County,Texas,3,4
2673,Lubbock County,Texas,4301,476
2674,Lynn County,Texas,90,33
2675,McCulloch County,Texas,50,29
2676,McLennan County,Texas,4088,421
2677,McMullen County,Texas,24,19
2678,Madison County,Texas,144,84
2679,Marion County,Texas,211,92
2680,Martin County,Texas,85,57
2681,Mason County,Texas,96,58
2682,Matagorda County,Texas,547,235
2683,Maverick County,Texas,320,153
2684,Medina County,Texas,692,235
2685,Menard County,Texas,53,38
2686,Midland County,Texas,2243,422
2687,Milam County,Texas,456,122
2688,Mills County,Texas,39,24
2689,Mitchell County,Texas,62,46
2690,Montague County,Texas,287,86
2691,Montgomery County,Texas,16084,1178
2692,Moore County,Texas,89,69
2693,Morris County,Texas,246,113
2694,Motley County,Texas,42,22
2695,Nacogdoches County,Texas,765,165
2696,Navarro County,Texas,876,226
2697,Newton County,Texas,168,91
2698,Nolan County,Texas,102,55
2699,Nueces County,Texas,3908,519
2700,Ochiltree County,Texas,54,38
2701,Oldham County,Texas,31,17
2702,Orange County,Texas,694,178
2703,Palo Pinto County,Texas,658,165
2704,Panola County,Texas,188,87
2705,Parker County,Texas,3289,451
2706,Parmer County,Texas,97,43
2707,Pecos County,Texas,194,67
2708,Polk County,Texas,790,255
2709,Potter County,Texas,1284,277
2710,Presidio County,Texas,190,121
2711,Rains County,Texas,203,102
2712,Randall County,Texas,2193,382
2713,Reagan County,Texas,44,28
2714,Real County,Texas,179,63
2715,Red River County,Texas,217,88
2716,Reeves County,Texas,134,66
2717,Refugio County,Texas,80,39
2718,Roberts County,Texas,18,12
2719,Robertson County,Texas,195,85
2720,Rockwall County,Texas,2970,411
2721,Runnels County,Texas,111,47
2722,Rusk County,Texas,881,313
2723,Sabine County,Texas,92,77
2724,San Augustine County,Texas,73,59
2725,San Jacinto County,Texas,281,129
2726,San Patricio County,Texas,885,206
2727,San Saba County,Texas,76,39
2728,Schleicher County,Texas,31,25
2729,Scurry County,Texas,87,46
2730,Shackelford County,Texas,6,7
2731,Shelby County,Texas,338,154
2732,Sherman County,Texas,28,20
2733,Smith County,Texas,3566,459
2734,Somervell County,Texas,67,55
2735,Starr County,Texas,1148,294
2736,Stephens County,Texas,70,45
2737,Sterling County,Texas,27,28
2738,Stonewall County,Texas,3,4
2739,Sutton County,Texas,136,80
2740,Swisher County,Texas,104,63
2741,Tarrant County,Texas,43798,1627
2742,Taylor County,Texas,3676,577
2743,Terrell County,Texas,21,18
2744,Terry County,Texas,168,89
2745,Throckmorton County,Texas,36,30
2746,Titus County,Texas,205,74
2747,Tom Green County,Texas,2080,379
2748,Travis County,Texas,57839,2086
2749,Trinity County,Texas,290,102
2750,Tyler County,Texas,345,132
2751,Upshur County,Texas,708,197
2752,Upton County,Texas,44,26
2753,Uvalde County,Texas,347,123
2754,Val Verde County,Texas,589,205
2755,Van Zandt County,Texas,1179,227
2756,Victoria County,Texas,1828,383
2757,Walker County,Texas,1341,350
2758,Waller County,Texas,1012,294
2759,Ward County,Texas,168,76
2760,Washington County,Texas,625,197
2761,Webb County,Texas,2813,438
2762,Wharton County,Texas,349,138
2763,Wheeler County,Texas,32,21
2764,Wichita County,Texas,2253,391
2765,Wilbarger County,Texas,88,76
2766,Willacy County,Texas,235,118
2767,Williamson County,Texas,20734,1092
2768,Wilson County,Texas,1579,239
2769,Winkler County,Texas,131,69
2770,Wise County,Texas,1567,333
2771,Wood County,Texas,941,265
2772,Yoakum County,Texas,57,57
2773,Young County,Texas,520,134
2774,Zapata County,Texas,141,96
2775,Zavala County,Texas,174,145
2776,Beaver County,Utah,108,58
2777,Box Elder County,Utah,1142,178
2778,Cache County,Utah,3232,383
2779,Carbon County,Utah,376,124
2780,Daggett County,Utah,12,15
2781,Davis County,Utah,9265,630
2782,Duchesne County,Utah,675,95
2783,Emery County,Utah,297,74
2784,Garfield County,Utah,169,66
2785,Grand County,Utah,407,129
2786,Iron County,Utah,1026,224
2787,Juab County,Utah,273,97
2788,Kane County,Utah,128,67
2789,Millard County,Utah,328,120
2790,Morgan County,Utah,194,67
2791,Piute County,Utah,12,9
2792,Rich County,Utah,77,35
2793,Salt Lake County,Utah,33696,1426
2794,San Juan County,Utah,521,164
2795,Sanpete County,Utah,770,188
2796,Sevier County,Utah,558,147
2797,Summit County,Utah,2867,329
2798,Tooele County,Utah,1374,240
2799,Uintah County,Utah,665,187
2800,Utah County,Utah,18295,827
2801,Wasatch County,Utah,807,172
2802,Washington County,Utah,5147,568
2803,Wayne County,Utah,80,31
2804,Weber County,Utah,5765,621
2805,Addison County,Vermont,1891,202
2806,Bennington County,Vermont,1493,260
2807,Caledonia County,Vermont,1068,182
2808,Chittenden County,Vermont,4767,379
2809,Essex County,Vermont,189,41
2810,Franklin County,Vermont,1176,196
2811,Grand Isle County,Vermont,337,74
2812,Lamoille County,Vermont,1073,238
2813,Orange County,Vermont,1229,169
2814,Orleans County,Vermont,966,141
2815,Rutland County,Vermont,1547,187
2816,Washington County,Vermont,2442,245
2817,Windham County,Vermont,2556,254
2818,Windsor County,Vermont,1541,248
2819,Accomack County,Virginia,684,181
2820,Albemarle County,Virginia,3829,437
2821,Alleghany County,Virginia,142,71
2822,Amelia County,Virginia,210,135
2823,Amherst County,Virginia,340,141
2824,Appomattox County,Virginia,365,143
2825,Arlington County,Virginia,10287,897
2826,Augusta County,Virginia,1725,316
2827,Bath County,Virginia,64,79
2828,Bedford County,Virginia,1581,296
2829,Bland County,Virginia,38,33
2830,Botetourt County,Virginia,789,175
2831,Brunswick County,Virginia,128,85
2832,Buchanan County,Virginia,56,44
2833,Buckingham County,Virginia,282,113
2834,Campbell County,Virginia,1175,252
2835,Caroline County,Virginia,450,161
2836,Carroll County,Virginia,427,146
2837,Charles City County,Virginia,98,28
2838,Charlotte County,Virginia,386,138
2839,Chesterfield County,Virginia,8359,583
2840,Clarke County,Virginia,560,150
2841,Craig County,Virginia,84,73
2842,Culpeper County,Virginia,894,220
2843,Cumberland County,Virginia,317,146
2844,Dickenson County,Virginia,85,42
2845,Dinwiddie County,Virginia,317,165
2846,Essex County,Virginia,102,61
2847,Fairfax County,Virginia,39253,1268
2848,Fauquier County,Virginia,2661,325
2849,Floyd County,Virginia,438,153
2850,Fluvanna County,Virginia,828,233
2851,Franklin County,Virginia,1801,402
2852,Frederick County,Virginia,2063,380
2853,Giles County,Virginia,148,69
2854,Gloucester County,Virginia,713,230
2855,Goochland County,Virginia,638,191
2856,Grayson County,Virginia,167,62
2857,Greene County,Virginia,489,178
2858,Greensville County,Virginia,32,28
2859,Halifax County,Virginia,483,151
2860,Hanover County,Virginia,3604,417
2861,Henrico County,Virginia,9880,777
2862,Henry County,Virginia,349,107
2863,Highland County,Virginia,39,24
2864,Isle of Wight County,Virginia,663,189
2865,James City County,Virginia,2126,386
2866,King and Queen County,Virginia,157,93
2867,King George County,Virginia,511,171
2868,King William County,Virginia,429,178
2869,Lancaster County,Virginia,240,89
2870,Lee County,Virginia,191,81
2871,Loudoun County,Virginia,15346,839
2872,Louisa County,Virginia,1002,229
2873,Lunenburg County,Virginia,191,96
2874,Madison County,Virginia,452,215
2875,Mathews County,Virginia,172,112
2876,Mecklenburg County,Virginia,612,188
2877,Middlesex County,Virginia,264,87
2878,Montgomery County,Virginia,1958,331
2879,Nelson County,Virginia,641,251
2880,New Kent County,Virginia,608,224
2881,Northampton County,Virginia,420,121
2882,Northumberland County,Virginia,322,102
2883,Nottoway County,Virginia,297,146
2884,Orange County,Virginia,812,234
2885,Page County,Virginia,533,228
2886,Patrick County,Virginia,215,104
2887,Pittsylvania County,Virginia,971,203
2888,Powhatan County,Virginia,1199,251
2889,Prince Edward County,Virginia,232,104
2890,Prince George County,Virginia,411,154
2891,Prince William County,Virginia,9958,694
2892,Pulaski County,Virginia,347,136
2893,Rappahannock County,Virginia,247,101
2894,Richmond County,Virginia,444,241
2895,Roanoke County,Virginia,2399,349
2896,Rockbridge County,Virginia,695,252
2897,Rockingham County,Virginia,1863,237
2898,Russell County,Virginia,424,153
2899,Scott County,Virginia,218,90
2900,Shenandoah County,Virginia,886,159
2901,Smyth County,Virginia,384,124
2902,Southampton County,Virginia,278,104
2903,Spotsylvania County,Virginia,3047,311
2904,Stafford County,Virginia,4315,656
2905,Surry County,Virginia,130,68
2906,Sussex County,Virginia,89,66
2907,Tazewell County,Virginia,628,216
2908,Warren County,Virginia,1159,237
2909,Washington County,Virginia,971,200
2910,Westmoreland County,Virginia,658,230
2911,Wise County,Virginia,303,116
2912,Wythe County,Virginia,345,135
2913,York County,Virginia,1596,326
2914,Alexandria city,Virginia,5232,445
2915,Bristol city,Virginia,197,92
2916,Buena Vista city,Virginia,54,63
2917,Charlottesville city,Virginia,1561,268
2918,Chesapeake city,Virginia,4582,416
2919,Colonial Heights city,Virginia,113,58
2920,Covington city,Virginia,73,80
2921,Danville city,Virginia,337,119
2922,Emporia city,Virginia,23,26
2923,Fairfax city,Virginia,825,192
2924,Falls Church city,Virginia,592,140
2925,Franklin city,Virginia,148,89
2926,Fredericksburg city,Virginia,1201,347
2927,Galax city,Virginia,144,103
2928,Hampton city,Virginia,1697,292
2929,Harrisonburg city,Virginia,851,177
2930,Hopewell city,Virginia,241,135
2931,Lexington city,Virginia,164,80
2932,Lynchburg city,Virginia,1333,222
2933,Manassas city,Virginia,659,158
2934,Manassas Park city,Virginia,501,202
2935,Martinsville city,Virginia,176,88
2936,Newport News city,Virginia,2417,457
2937,Norfolk city,Virginia,3636,422
2938,Norton city,Virginia,14,22
2939,Petersburg city,Virginia,386,135
2940,Poquoson city,Virginia,261,99
2941,Portsmouth city,Virginia,1072,225
2942,Radford city,Virginia,139,82
2943,Richmond city,Virginia,4508,495
2944,Roanoke city,Virginia,1758,333
2945,Salem city,Virginia,653,194
2946,Staunton city,Virginia,439,115
2947,Suffolk city,Virginia,1460,231
2948,Virginia Beach city,Virginia,8834,608
2949,Waynesboro city,Virginia,193,124
2950,Williamsburg city,Virginia,486,113
2951,Winchester city,Virginia,1042,292
2952,Adams County,Washington,432,180
2953,Asotin County,Washington,370,115
2954,Benton County,Washington,4003,478
2955,Chelan County,Washington,2162,432
2956,Clallam County,Washington,1736,272
2957,Clark County,Washington,15167,759
2958,Columbia County,Washington,125,69
2959,Cowlitz County,Washington,2163,359
2960,Douglas County,Washington,714,182
2961,Ferry County,Washington,276,98
2962,Franklin County,Washington,1491,333
2963,Garfield County,Washington,54,31
2964,Grant County,Washington,2271,478
2965,Grays Harbor County,Washington,1797,373
2966,Island County,Washington,2506,334
2967,Jefferson County,Washington,978,227
2968,King County,Washington,77603,1707
2969,Kitsap County,Washington,7784,624
2970,Kittitas County,Washington,955,204
2971,Klickitat County,Washington,943,204
2972,Lewis County,Washington,1337,243
2973,Lincoln County,Washington,566,125
2974,Mason County,Washington,1317,308
2975,Okanogan County,Washington,1129,217
2976,Pacific County,Washington,365,124
2977,Pend Oreille County,Washington,369,109
2978,Pierce County,Washington,19349,1110
2979,San Juan County,Washington,884,100
2980,Skagit County,Washington,3588,494
2981,Skamania County,Washington,459,122
2982,Snohomish County,Washington,21761,1105
2983,Spokane County,Washington,12566,858
2984,Stevens County,Washington,1045,233
2985,Thurston County,Washington,6741,543
2986,Wahkiakum County,Washington,76,49
2987,Walla Walla County,Washington,1447,281
2988,Whatcom County,Washington,6009,690
2989,Whitman County,Washington,1024,251
2990,Yakima County,Washington,3614,548
2991,Barbour County,West Virginia,270,99
2992,Berkeley County,West Virginia,1984,374
2993,Boone County,West Virginia,126,57
2994,Braxton County,West Virginia,233,121
2995,Brooke County,West Virginia,299,89
2996,Cabell County,West Virginia,1067,213
2997,Calhoun County,West Virginia,23,29
2998,Clay County,West Virginia,60,52
2999,Doddridge County,West Virginia,116,91
3000,Fayette County,West Virginia,302,102
3001,Gilmer County,West Virginia,187,89
3002,Grant County,West Virginia,134,72
3003,Greenbrier County,West Virginia,314,137
3004,Hampshire County,West Virginia,269,146
3005,Hancock County,West Virginia,338,139
3006,Hardy County,West Virginia,158,106
3007,Harrison County,West Virginia,922,197
3008,Jackson County,West Virginia,245,101
3009,Jefferson County,West Virginia,1415,236
3010,Kanawha County,West Virginia,2448,367
3011,Lewis County,West Virginia,214,81
3012,Lincoln County,West Virginia,198,145
3013,Logan County,West Virginia,163,81
3014,McDowell County,West Virginia,100,55
3015,Marion County,West Virginia,1069,194
3016,Marshall County,West Virginia,332,171
3017,Mason County,West Virginia,211,116
3018,Mercer County,West Virginia,497,142
3019,Mineral County,West Virginia,228,115
3020,Mingo County,West Virginia,149,93
3021,Monongalia County,West Virginia,2222,360
3022,Monroe County,West Virginia,189,93
3023,Morgan County,West Virginia,120,90
3024,Nicholas County,West Virginia,205,93
3025,Ohio County,West Virginia,768,190
3026,Pendleton County,West Virginia,205,85
3027,Pleasants County,West Virginia,80,39
3028,Pocahontas County,West Virginia,235,95
3029,Preston County,West Virginia,603,160
3030,Putnam County,West Virginia,896,167
3031,Raleigh County,West Virginia,1051,246
3032,Randolph County,West Virginia,350,137
3033,Ritchie County,West Virginia,119,54
3034,Roane County,West Virginia,242,109
3035,Summers County,West Virginia,183,89
3036,Taylor County,West Virginia,121,60
3037,Tucker County,West Virginia,111,49
3038,Tyler County,West Virginia,83,45
3039,Upshur County,West Virginia,366,116
3040,Wayne County,West Virginia,463,178
3041,Webster County,West Virginia,102,60
3042,Wetzel County,West Virginia,196,105
3043,Wirt County,West Virginia,117,57
3044,Wood County,West Virginia,998,207
3045,Wyoming County,West Virginia,117,73
3046,Adams County,Wisconsin,446,71
3047,Ashland County,Wisconsin,269,64
3048,Barron County,Wisconsin,1418,170
3049,Bayfield County,Wisconsin,438,60
3050,Brown County,Wisconsin,5386,639
3051,Buffalo County,Wisconsin,445,70
3052,Burnett County,Wisconsin,444,72
3053,Calumet County,Wisconsin,1290,206
3054,Chippewa County,Wisconsin,1946,258
3055,Clark County,Wisconsin,1906,142
3056,Columbia County,Wisconsin,1431,192
3057,Crawford County,Wisconsin,343,61
3058,Dane County,Wisconsin,14090,729
3059,Dodge County,Wisconsin,1652,182
3060,Door County,Wisconsin,832,152
3061,Douglas County,Wisconsin,971,131
3062,Dunn County,Wisconsin,1329,201
3063,Eau Claire County,Wisconsin,3384,391
3064,Florence County,Wisconsin,87,36
3065,Fond du Lac County,Wisconsin,2087,249
3066,Forest County,Wisconsin,217,54
3067,Grant County,Wisconsin,1731,152
3068,Green County,Wisconsin,1160,149
3069,Green Lake County,Wisconsin,574,108
3070,Iowa County,Wisconsin,797,135
3071,Iron County,Wisconsin,166,36
3072,Jackson County,Wisconsin,719,125
3073,Jefferson County,Wisconsin,1932,261
3074,Juneau County,Wisconsin,664,254
3075,Kenosha County,Wisconsin,2467,329
3076,Kewaunee County,Wisconsin,535,87
3077,La Crosse County,Wisconsin,2042,250
3078,Lafayette County,Wisconsin,847,91
3079,Langlade County,Wisconsin,456,89
3080,Lincoln County,Wisconsin,484,117
3081,Manitowoc County,Wisconsin,1556,202
3082,Marathon County,Wisconsin,3539,310
3083,Marinette County,Wisconsin,555,84
3084,Marquette County,Wisconsin,324,51
3085,Menominee County,Wisconsin,145,94
3086,Milwaukee County,Wisconsin,16927,945
3087,Monroe County,Wisconsin,1113,190
3088,Oconto County,Wisconsin,1085,146
3089,Oneida County,Wisconsin,733,151
3090,Outagamie County,Wisconsin,3974,412
3091,Ozaukee County,Wisconsin,2560,355
3092,Pepin County,Wisconsin,326,65
3093,Pierce County,Wisconsin,1068,144
3094,Polk County,Wisconsin,1019,102
3095,Portage County,Wisconsin,1505,202
3096,Price County,Wisconsin,308,64
3097,Racine County,Wisconsin,3413,434
3098,Richland County,Wisconsin,490,77
3099,Rock County,Wisconsin,2580,293
3100,Rusk County,Wisconsin,420,75
3101,St. Croix County,Wisconsin,2673,354
3102,Sauk County,Wisconsin,1464,184
3103,Sawyer County,Wisconsin,321,74
3104,Shawano County,Wisconsin,1303,186
3105,Sheboygan County,Wisconsin,2299,278
3106,Taylor County,Wisconsin,942,99
3107,Trempealeau County,Wisconsin,864,97
3108,Vernon County,Wisconsin,990,130
3109,Vilas County,Wisconsin,696,99
3110,Walworth County,Wisconsin,2500,298
3111,Washburn County,Wisconsin,452,69
3112,Washington County,Wisconsin,2656,331
3113,Waukesha County,Wisconsin,9809,608
3114,Waupaca County,Wisconsin,1217,209
3115,Waushara County,Wisconsin,526,113
3116,Winnebago County,Wisconsin,2888,359
3117,Wood County,Wisconsin,1259,193
3118,Albany County,Wyoming,1010,261
3119,Big Horn County,Wyoming,302,91
3120,Campbell County,Wyoming,1121,344
3121,Carbon County,Wyoming,424,136
3122,Converse County,Wyoming,427,145
3123,Crook County,Wyoming,438,111
3124,Fremont County,Wyoming,1148,171
3125,Goshen County,Wyoming,346,115
3126,Hot Springs County,Wyoming,222,101
3127,Johnson County,Wyoming,309,147
3128,Laramie County,Wyoming,1948,443
3129,Lincoln County,Wyoming,374,120
3130,Natrona County,Wyoming,1609,319
3131,Niobrara County,Wyoming,100,47
3132,Park County,Wyoming,1018,280
3133,Platte County,Wyoming,353,149
3134,Sheridan County,Wyoming,1339,327
3135,Sublette County,Wyoming,401,183
3136,Sweetwater County,Wyoming,538,186
3137,Teton County,Wyoming,956,275
3138,Uinta County,Wyoming,165,94
3139,Washakie County,Wyoming,123,50
3140,Weston County,Wyoming,180,66
3141,Adjuntas Municipio,Puerto Rico,70,53
3142,Aguada Municipio,Puerto Rico,486,211
3143,Aguadilla Municipio,Puerto Rico,50,35
3144,Aguas Buenas Municipio,Puerto Rico,103,103
3145,Aibonito Municipio,Puerto Rico,156,102
3146,Añasco Municipio,Puerto Rico,264,123
3147,Arecibo Municipio,Puerto Rico,391,156
3148,Arroyo Municipio,Puerto Rico,58,62
3149,Barceloneta Municipio,Puerto Rico,64,73
3150,Barranquitas Municipio,Puerto Rico,110,115
3151,Bayamón Municipio,Puerto Rico,2030,341
3152,Cabo Rojo Municipio,Puerto Rico,821,233
3153,Caguas Municipio,Puerto Rico,804,306
3154,Camuy Municipio,Puerto Rico,151,81
3155,Canóvanas Municipio,Puerto Rico,91,69
3156,Carolina Municipio,Puerto Rico,1366,303
3157,Cataño Municipio,Puerto Rico,265,100
3158,Cayey Municipio,Puerto Rico,216,123
3159,Ceiba Municipio,Puerto Rico,100,54
3160,Ciales Municipio,Puerto Rico,25,40
3161,Cidra Municipio,Puerto Rico,189,99
3162,Coamo Municipio,Puerto Rico,184,120
3163,Comerío Municipio,Puerto Rico,60,53
3164,Corozal Municipio,Puerto Rico,422,247
3165,Culebra Municipio,Puerto Rico,36,30
3166,Dorado Municipio,Puerto Rico,296,175
3167,Fajardo Municipio,Puerto Rico,260,155
3168,Florida Municipio,Puerto Rico,81,89
3169,Guánica Municipio,Puerto Rico,62,67
3170,Guayama Municipio,Puerto Rico,130,72
3171,Guayanilla Municipio,Puerto Rico,36,31
3172,Guaynabo Municipio,Puerto Rico,1447,288
3173,Gurabo Municipio,Puerto Rico,419,228
3174,Hatillo Municipio,Puerto Rico,328,152
3175,Hormigueros Municipio,Puerto Rico,46,45
3176,Humacao Municipio,Puerto Rico,196,118
3177,Isabela Municipio,Puerto Rico,72,73
3178,Jayuya Municipio,Puerto Rico,79,65
3179,Juana Díaz Municipio,Puerto Rico,260,108
3180,Juncos Municipio,Puerto Rico,53,52
3181,Lajas Municipio,Puerto Rico,168,97
3182,Lares Municipio,Puerto Rico,103,58
3183,Las Marías Municipio,Puerto Rico,76,64
3184,Las Piedras Municipio,Puerto Rico,59,56
3185,Loíza Municipio,Puerto Rico,76,48
3186,Luquillo Municipio,Puerto Rico,96,72
3187,Manatí Municipio,Puerto Rico,0,29
3188,Maricao Municipio,Puerto Rico,20,22
3189,Maunabo Municipio,Puerto Rico,0,21
3190,Mayagüez Municipio,Puerto Rico,237,107
3191,Moca Municipio,Puerto Rico,87,86
3192,Morovis Municipio,Puerto Rico,121,81
3193,Naguabo Municipio,Puerto Rico,253,208
3194,Naranjito Municipio,Puerto Rico,234,229
3195,Orocovis Municipio,Puerto Rico,178,88
3196,Patillas Municipio,Puerto Rico,53,83
3197,Peñuelas Municipio,Puerto Rico,43,36
3198,Ponce Municipio,Puerto Rico,745,209
3199,Quebradillas Municipio,Puerto Rico,142,103
3200,Rincón Municipio,Puerto Rico,280,113
3201,Río Grande Municipio,Puerto Rico,440,175
3202,Sabana Grande Municipio,Puerto Rico,136,131
3203,Salinas Municipio,Puerto Rico,125,82
3204,San Germán Municipio,Puerto Rico,193,102
3205,San Juan Municipio,Puerto Rico,2398,373
3206,San Lorenzo Municipio,Puerto Rico,71,54
3207,San Sebastián Municipio,Puerto Rico,170,96
3208,Santa Isabel Municipio,Puerto Rico,135,85
3209,Toa Alta Municipio,Puerto Rico,559,265
3210,Toa Baja Municipio,Puerto Rico,731,210
3211,Trujillo Alto Municipio,Puerto Rico,682,197
3212,Utuado Municipio,Puerto Rico,167,83
3213,Vega Alta Municipio,Puerto Rico,118,77
3214,Vega Baja Municipio,Puerto Rico,220,131
3215,Vieques Municipio,Puerto Rico,95,78
3216,Villalba Municipio,Puerto Rico,119,69
3217,Yabucoa Municipio,Puerto Rico,9,14
3218,Yauco Municipio,Puerto Rico,408,173
3219,Kalawao County,Hawaii,3,4
3220,King County,Texas,7,5
